rank,name,country,profits,headquarters,revenue,marketvalue,assets,ceo,industry,state
1826,Barry Callebaut,Switzerland,342.6,Switzerland,6990,9975,6546,Antoine de Saint-Affrique,Food Processing,
1824,Basler Kantonalbank,Switzerland,153.2,Switzerland,748,397,41837,Guy Lachappelle,Regional Banks,
1379,Bawag Group,Austria,526.3,Austria,1626,5057,55322,Anas Abuzaakouk,Regional Banks,
719,Baxter International,United States,832,Illinois,10763,37762,16890,Joe Almeida,Medical Equipment & Supplies,Illinois
1710,BayWa,Germany,44.4,Germany,18109,1187,7791,Klaus Lutz,Specialty Stores,
100,Bayer,Germany,8422.2,Germany,44351,104625,92726,Werner Baumann,Diversified Chemicals,
669,Becton Dickinson,United States,47,New Jersey,13503,60185,54573,Vincent Forlenza,Medical Equipment & Supplies,New Jersey
1649,Bed Bath & Beyond,United States,424.9,New Jersey,12349,2359,7041,Steven Temares,Specialty Stores,New Jersey
978,Beiersdorf,Germany,758,Germany,7959,26306,9931,Stefan Heidenreich,Household/Personal Care,
1534,Beijing Capital Development,China,382,China,5277,3657,40316,Wen Yang,Real Estate,
1174,Beijing Enterprises,Hong Kong,882.9,Hong Kong,7380,6568,21945,Zi Hou,Natural Gas Utilities,
1561,Beijing Shougang,China,334.8,China,8922,3574,21617,Jian Liu,Diversified Utilities,
1644,Bendigo & Adelaide Bank,Australia,346.7,Australia,2270,3942,55737,Mike Hirst,Regional Banks,
1744,Berkeley Group Holdings,United Kingdom,977.9,United Kingdom,3717,7636,6096,Robert Perrins,Construction Services,
4,Berkshire Hathaway,United States,39742,Nebraska,235165,491888,702651,Warren Buffett,Investment Services,Nebraska
1891,Berry Global Group,United States,470,Indiana,7530,6463,9107,Thomas Salmon,Containers & Packaging,Indiana
642,Best Buy,United States,1000,Minnesota,42151,21926,13279,Hubert Joly,Computer & Electronics Retail,Minnesota
672,Bharat Petroleum,India,1300.5,India,30012,12873,17028,Rajkumar Duraiswamy,Oil & Gas Operations,
827,Bharti Airtel,India,170.5,India,12982,22912,38420,Gopal Vittal,Telecommunications services,
1972,Bid Corp.,South Africa,307.2,South Africa,9363,7382,4499,Bernard Berson,Investment Services,
1764,Bio-Rad Laboratories,United States,759.1,California,2212,8494,6215,Norman Schwartz,Medical Equipment & Supplies,California
1999,BioMarin Pharmaceutical,United States,-144.9,California,1400,15623,4597,Jean-Jacques Bienaimé,Biotechs,California
425,Biogen,United States,2964.4,Massachusetts,11319,59587,26090,Michel Vounatsos,Biotechs,Massachusetts
185,BlackRock,United States,5197,New York,13375,86561,216017,Larry Fink,Investment Services,New York
1557,Blom Bank,Lebanon,485.9,Lebanon,2256,2271,33056,Elias Aractingi,Regional Banks,
1538,Bluescope Steel,Australia,611.7,Australia,8389,7031,7500,Mark Vassella,Iron & Steel,
52,Boeing,United States,9216,Illinois,95798,199511,113549,Leanne Caret,Aerospace & Defense,Illinois
1456,Bohai Financial Investment Holding,China,418.3,China,5100,5702,46373,Yi Zhuo,Rental & Leasing,
1346,Boliden,Sweden,862.6,Sweden,6012,10262,7174,John Kaleb,Diversified Metals & Mining,
1135,Bombardier,Canada,-461.2,Canada,16672,7820,26726,Alain Bellemare,Aerospace & Defense,
398,Booking Holdings,United States,2492.4,Connecticut,13190,99874,25019,Glenn Fogel,Business & Personal Services,Connecticut
1330,BorgWarner,United States,475.8,Michigan,10174,10633,10035,James Verrier,Auto & Truck Parts,Michigan
1159,Boston Properties,United States,541.2,Massachusetts,2631,19200,19584,Owen Thomas,Real Estate,Massachusetts
965,Boston Scientific,United States,112,Massachusetts,9266,41353,19202,Michael Mahoney,Medical Equipment & Supplies,Massachusetts
423,Bouygues,France,1223.8,France,37114,18768,42962,Martin Bouygues,Construction Services,
1644,Brambles,Australia,469.1,Australia,5100,11831,8258,Graham Chipchase,Business & Personal Services,
834,Braskem,Brazil,1278.8,Brazil,15430,10066,16081,Fernando Musa,Specialized Chemicals,
1403,Brenntag,Germany,407,Germany,13246,9238,8857,Steven Holland,Specialized Chemicals,
313,Bridgestone,Japan,2638.6,Japan,32945,30715,35312,Masaaki Tsuya,Auto & Truck Parts,
1135,Brighthouse Financial,United States,-96,North Carolina,8440,5762,218997,Eric Steigerwalt,Life & Health Insurance,North Carolina
1762,Brilliance China Automotive Holdings,Hong Kong,647,Hong Kong,784,9397,5813,Yu Qi,Auto & Truck Parts,
410,Bristol-Myers Squibb,United States,919,New York,21040,84767,33083,Giovanni Caforio,Pharmaceuticals,New York
88,British American Tobacco,United Kingdom,48335.8,United Kingdom,26132,119987,190789,Nicandro Durante,Tobacco,
1368,British Land,United Kingdom,794.2,United Kingdom,790,9244,17527,Chris Grigg,Real Estate,
518,British Sky Broadcasting,United Kingdom,1059.9,United Kingdom,17055,31637,25361,David Darroch,Broadcasting & Cable,
200,Broadcom,United States,7787,California,18824,99969,54544,Hock Tan,Semiconductors,California
1815,Broadridge Financial,United States,408.2,New York,4400,13858,3485,Rich Daly,Business & Personal Services,New York
165,Brookfield Asset Management,Canada,2339,Canada,47594,38914,195936,Bruce Flatt,Real Estate,
1219,Brown-Forman,United States,751,Kentucky,3215,27343,5042,Paul Varga,Beverages,Kentucky
967,Bunge,United States,92,New York,45314,10028,23084,Soren Schroder,Food Processing,New York
1413,Bunzl,United Kingdom,399.9,United Kingdom,11051,10176,7089,Frank van Zanten,Business & Personal Services,
1966,Bureau Veritas Registre International de Classific,France,348.2,France,5289,11332,6448,Didier Michaud-Daniel,Business & Personal Services,
1895,"Burlington Stores,",United States,384.9,New Jersey,6110,9381,2813,Frank S Greenberg,Apparel/Footwear Retail,New Jersey
914,Bâloise Group,Switzerland,556.8,Switzerland,9642,7397,86255,Gert Winter,Diversified Insurance,
1085,C.H. Robinson,United States,525.1,Minnesota,15380,12036,4308,John Wiehoff,Other Transportation,Minnesota
1514,CA,United States,471,New York,4235,14715,13060,Michael Gregoire,Software & Programming,New York
1731,CBOE Holdings,United States,498.9,Illinois,2651,12016,5328,Edward Tilly,,Illinois
892,CBRE Group,United States,712.2,California,15902,15981,11907,Robert Sulentic,Real Estate,California
626,CBS,United States,1214,New York,14110,19905,20591,Leslie Moonves,Broadcasting & Cable,New York
1047,CDW,United States,592.4,Illinois,15473,11934,7028,Thomas Richards,Software & Programming,Illinois
795,CEZ Group,Czech Republic,803.3,Czech Republic,8498,14133,30253,Daniel Beneš,Electric Utilities,
1885,CF Industries Holdings,United States,444,Illinois,4050,9218,13522,Tony Will,Specialized Chemicals,Illinois
1011,CGI Group,Canada,814,Canada,8736,17226,9590,George Schindler,Computer Services,
707,CGN Power,China,1398.4,China,6870,12506,55210,Sui Chen,Electric Utilities,
1465,CIFI Holdings Group,China,716.1,China,4737,6258,23304,Feng Lin,,
620,CIMB Group Holdings,Malaysia,1040.9,Malaysia,6639,16358,125307,Zafrul Abdul Aziz,Regional Banks,
1681,CIT Group,United States,279.4,New York,3235,6818,51542,Ellen Alemany,Consumer Financial Services,New York
1528,CJ Cheiljedang,South Korea,327.4,South Korea,14575,5341,15757,Cheol-Ha Kim,Food Processing,
1067,CJ Corporation,South Korea,410.2,South Korea,23793,4499,27393,Chae-Wook Lee,Food Processing,
142,CK Hutchison,Hong Kong,4504.1,Hong Kong,31890,45384,140746,Kin Fok,Conglomerates,
511,CLP Holdings,Hong Kong,1828.5,Hong Kong,11815,26504,29185,Richard Lancaster,Electric Utilities,
516,CME Group,United States,4262.4,Illinois,3824,54240,69919,Terrence Duffy,Investment Services,Illinois
1061,CMS Energy,United States,502,Michigan,6707,12821,22868,Patricia Poppe,Electric Utilities,Michigan
643,CNH Industrial,United Kingdom,427,United Kingdom,28425,16942,49809,Derek Neilson,Heavy Equipment,
1958,CNO Financial Group,United States,197.6,Indiana,4208,3337,32809,Gary Bhojwani,Life & Health Insurance,Indiana
158,CNOOC,Hong Kong,3629.7,Hong Kong,27583,78832,94782,Guangyu Yuan,Oil & Gas Operations,
287,CNP Assurances,France,1394.2,France,45817,17120,491494,Frédéric Lavenir,Diversified Insurance,
1948,CNX Resources,United States,947.3,Pennsylvania,1833,3391,8122,J Brett Harvey,Diversified Metals & Mining,Pennsylvania
918,CP All,Thailand,567.3,Thailand,13882,24115,11055,Tanin Buranamanit,Food Retail,
1906,CPI Property Group.,Luxembourg,783.4,Luxembourg,542,7249,9068,Martin Nemecek,Real Estate,
328,CRH,Ireland,2160,Ireland,28450,30874,37985,Albert Manifold,Construction Materials,
277,CRRC,China,1640,China,31313,41010,59187,Hua Liu,Heavy Equipment,
800,CSL,Australia,1609.5,Australia,7355,59997,10400,Paul Perreault,Biotechs,
1844,CSPC Pharmaceutical Group,Hong Kong,355.5,Hong Kong,1984,16781,2756,Dong Cai,,
339,CSX,United States,5804,Florida,11415,55226,37439,James Foote,Railroads,Florida
69,CVS Health,United States,6648,Rhode Island,185944,65482,135139,Larry Merlo,Drug Retail,Rhode Island
1550,Caesars Entertainment,United States,137,Nevada,5861,8309,25151,Mark Frissora,Casinos & Gaming,Nevada
299,CaixaBank,Spain,2319.7,Spain,11657,30709,472790,Gonzalo Rotaeche,Regional Banks,
1459,Caltex Australia,Australia,474.5,Australia,16168,5992,4971,Julian Segal,Oil & Gas Operations,
1077,Campbell Soup,United States,1054,New Jersey,7858,12230,8336,Denise Morrison,Food Processing,New Jersey
195,Canadian Imperial Bank,Canada,3577,Canada,16649,40002,478402,Victor Dodig,Major Banks,
403,Canadian National Railway,Canada,4161.3,Canada,10151,58419,30063,Jean-Jacques Ruest,Railroads,
321,Canadian Natural Resources,Canada,2130.9,Canada,14401,44141,56788,Chanda Kochhar,Oil & Gas Operations,
849,Canadian Pacific Railway,Canada,1809.1,Canada,5152,26685,15760,Keith Creel,Railroads,
1282,Canadian Tire,Canada,566.3,Canada,10350,8366,12470,Stephen Wetmore,Specialty Stores,
1271,Canara Bank,India,202.6,India,7358,2684,91809,Rakesh Sharma,Regional Banks,
252,Canon,Japan,2201,Japan,36704,46356,46812,Fujio Mitarai,Business Products & Supplies,
665,Capgemini,France,924.9,France,14429,23263,19260,Paul Hermelin,Computer Services,
931,CapitaLand,Singapore,1093.3,Singapore,4033,11597,47360,Ming Lim,Real Estate,
159,Capital One Financial,United States,2491,Virginia,30636,45058,362857,Richard Fairbank,Consumer Financial Services,Virginia
864,CarMax,United States,664.1,Virginia,17120,11361,17570,Bill Nash,Specialty Stores,Virginia
359,Cardinal Health,United States,1697,Ohio,134426,17181,41031,Michael Kaufmann,Pharmaceuticals,Ohio
1100,Carlsberg,Denmark,190.9,Denmark,9372,17425,18849,Cees't Hart,Beverages,
310,Carnival,United States,2645,Florida,17951,47412,41441,Arnold Donald,Hotels & Motels,Florida
685,Carrefour,France,-598.9,France,91334,15035,57414,Alexandre Bompard,Food Retail,
1687,Catcher Technology,Taiwan,780.7,Taiwan,3305,8957,7405,Tien-Szu Hung,Electronics,
166,Caterpillar,United States,2227,Illinois,48499,92592,78014,Donald Umpleby,Heavy Equipment,Illinois
260,Cathay Financial,Taiwan,1850.8,Taiwan,23562,23050,296908,Chang Li,Life & Health Insurance,
1384,Cathay Pacific Airways,Hong Kong,-161.6,Hong Kong,12484,6585,24098,Rupert Bruce Grantham Tower Hogg,Airline,
1677,Cattolica Assicurazioni,Italy,46.4,Italy,5905,1700,30309,Alberto PhD,Diversified Insurance,
981,Ceconomy,Germany,1139.2,Germany,25036,3542,13747,Pieter Haas,Department Stores,
1097,Celanese,United States,1023,Texas,6520,14679,9780,Mark Rohr,Diversified Chemicals,Texas
350,Celgene,United States,2814,New Jersey,13509,61277,34556,Mark Alles,Biotechs,New Jersey
1548,Celltrion,South Korea,373.5,South Korea,898,30278,3305,Wu-Sung Ki,Biotechs,
956,Cemex,Mexico,487.3,Mexico,13959,8839,29199,Fernando Olivieri,Construction Materials,
992,Cencosud,Chile,678,Chile,16115,8085,16813,Jaime Bottinelli,Specialty Stores,
644,Cenovus Energy,Canada,1050.3,Canada,14112,13446,30878,Alex Pourbaix,Oil & Gas Operations,
475,Centene,United States,1029,Missouri,49852,23481,25170,Michael Neidorff,Managed Health Care,Missouri
765,CenterPoint Energy,United States,1765,Texas,9868,11512,22410,Scott Prochazka,Electric Utilities,Texas
1736,Central Bank of India,India,-366.7,India,4123,2743,51635,Rajeev Rishi,Regional Banks,
250,Central Japan Railway,Japan,3568.5,Japan,16440,38700,83768,Kouei Tsuge,Railroads,
822,Centrica,United Kingdom,428.8,United Kingdom,36089,11186,27959,Iain Conn,Natural Gas Utilities,
386,CenturyLink,United States,1341,Louisiana,19392,21147,74793,Glen Post,Telecommunications services,Louisiana
1156,Cerner,United States,853.8,Missouri,5175,20184,6512,Brent Shafer,Healthcare Services,Missouri
1502,Chang Hwa Bank,Taiwan,397.5,Taiwan,1430,5440,68426,Wai Lo,Regional Banks,
1963,Chaparral Energy,United States,923.1,Oklahoma,294,988,1201,K. Reynolds,Oil & Gas Operations,Oklahoma
273,Charles Schwab,United States,2573,California,9380,80222,248320,Walter Bettinger,Investment Services,California
1261,Charoen Pokphand Foods,Thailand,436,Thailand,14779,6344,18211,Dhanin Chearavanont,Food Processing,
96,Charter Communications,United States,9908,Connecticut,42074,64782,146151,Thomas Rutledge,Broadcasting & Cable,Connecticut
1349,Check Point Software,Israel,807.5,Israel,1872,15940,5422,Gil Shwed,Software & Programming,
1363,Chemours,United States,893,Delaware,6477,9031,7484,Mark Vergnano,Diversified Chemicals,Delaware
1137,Cheniere Energy,United States,-90,Texas,6667,15199,28341,Jack Fusco,Oil & Gas Operations,Texas
1276,Chesapeake Energy,United States,1091,Oklahoma,9254,3064,12086,Doug MBA,Oil & Gas Operations,Oklahoma
428,Cheung Kong Property Holdings,Hong Kong,3865.7,Hong Kong,7765,32125,57992,Tzar Li,Real Estate,
21,Chevron,United States,10151,California,139397,248119,256442,Michael Wirth,Oil & Gas Operations,California
1285,Chiba Bank,Japan,485.4,Japan,1844,6076,135231,Jian Zhao,Regional Banks,
1630,Chimera Investment,United States,600.9,New York,1169,3360,21331,Matthew Lambiase,Real Estate,New York
1999,China Agri-Industries,Hong Kong,260.7,Hong Kong,11274,2220,8614,Qing Wang,Diversified Chemicals,
1734,China Aviation Oil,Singapore,86.9,Singapore,17049,1050,2024,Fan Meng,Trading Companies,
363,China Cinda Asset Management,China,2683.3,China,15710,13759,212982,Jian Gong,Investment Services,
85,China Citic Bank,China,6545,China,43648,46540,893992,Qing Guan,Regional Banks,
957,China Coal Energy,China,406,China,13076,9384,39644,Yan Li,Diversified Metals & Mining,
169,China Communications Construction,China,3045,China,71159,28797,135580,Qi Liu,Construction Services,
1623,China Communications Services,China,401.1,China,14011,4517,10862,Fang Han,Telecommunications services,
2,China Construction Bank,China,37203.1,China,143202,261166,3631583,Guo Tian,Major Banks,
1497,China Development Financial,Taiwan,384.4,Taiwan,4056,5441,80398,Ming Wang,Regional Banks,
601,China Eastern Airlines,China,834,China,15675,15518,36154,Jin Zhang,Airline,
754,China Energy Engineering,China,780.8,China,34753,4668,52808,Yan Ding,Construction Services,
141,China Everbright Bank,China,4840,China,30335,32213,661698,Xiao Li,Regional Banks,
127,China Evergrande Group,China,3568.7,China,46035,41970,270539,Hai Xia,Real Estate,
610,China Fortune Land Development,China,1405.2,China,8479,13444,59702,Dong Chang,Construction Services,
1386,China Galaxy Securities,China,585,China,1662,6496,43086,Gong Chen,Investment Services,
1234,China Gas Holdings,Hong Kong,752,Hong Kong,5101,18609,8921,Ming Liu,Natural Gas Utilities,
939,China Gezhouba,China,708.4,China,15573,5830,31049,Jian He,Construction Services,
901,China Grand Automotive Services,China,608.2,China,25178,8537,19979,Jian Li,Specialty Stores,
850,China Hongqiao Group,China,763.8,China,13814,9651,24281,Bo Zhang,Aluminum,
323,China Huarong Asset Management,China,3241.3,China,18155,13687,287202,Keki Mistry,Major Banks,
1416,China International Capital,China,402.6,China,2253,9016,36519,Ming Bi,Investment Services,
1367,China International Marine,China,370,China,12138,5823,21711,Bo Mai,Heavy Equipment,
1531,China International Travel Service,China,448.5,China,4673,18805,3646,Hui Peng,Business & Personal Services,
1396,China Jinmao,Hong Kong,585.8,Hong Kong,4605,6755,34098,Cong Li,Consumer Financial Services,
35,China Life Insurance,China,5967,China,97129,104055,474155,Ping Miao,Life & Health Insurance,
1272,China Life Insurance (Taiwan),Taiwan,298.6,Taiwan,9489,4008,49252,Shu Huang,Life & Health Insurance,
1582,China Longyuan Power,China,542.5,China,3640,7146,22364,Bao Qiao,Diversified Utilities,
1477,China Mengniu Dairy,Hong Kong,302.5,Hong Kong,8907,13760,8928,Min Lu,Food Processing,
32,China Merchants Bank,China,11023.6,China,49936,112449,993732,Hui Tian,Regional Banks,
1535,China Merchants Holdings,Hong Kong,773.5,Hong Kong,1115,7466,16879,Jing Bai,Other Transportation,
887,China Merchants Securities,China,830,China,1731,16807,46201,Yan Wang,Investment Services,
409,China Merchants Shekou Industrial Zone Holdings,China,2395.6,China,10643,28562,57315,Yong Xu,Real Estate,
90,China Minsheng Banking,China,7354,China,42743,43524,954040,Qi Hong,Regional Banks,
25,China Mobile,Hong Kong,16882,Hong Kong,109493,192632,233740,Yue PhD,Telecommunications services,
1157,China Molybdenum,China,564,China,3828,25581,15608,Fa Li,Iron & Steel,
875,China National Building,China,482,China,18950,7211,53316,Zhi Song,Construction Materials,
1843,China National Chemical,China,248.5,China,9455,6043,13832,Jin Yu,Construction Services,
881,China National Nuclear Power,China,679.2,China,5030,16095,49358,Tao Zhang,Electric Utilities,
1753,China Oriental Group,Hong Kong,719.4,Hong Kong,6123,2675,3748,Jing Han,,
138,China Pacific Insurance,China,2474,China,50943,47987,191097,Qing Kong,Life & Health Insurance,
1865,China Petroleum Engineering,China,63.7,China,8483,3499,14730,Yu Bai,,
218,China Railway Construction,China,2506,China,103203,20318,131134,Shao Huang,Construction Services,
188,China Railway Group,China,2503,China,105996,25334,132598,Li Changjin,Construction Services,
764,China Reinsurance Group,China,776.1,China,15789,9362,36536,Lin Yuan,Diversified Insurance,
312,China Resources Land,Hong Kong,2953.6,Hong Kong,15481,25650,73499,Yong Tang,Real Estate,
1000,China Resources Pharmaceutical Group,Hong Kong,447,Hong Kong,22140,8534,20564,Chun Wang,Pharmaceuticals,
977,China Resources Power,Hong Kong,593.3,Hong Kong,9408,9181,28267,Ru Li,Electric Utilities,
131,China Shenhua Energy,China,6709,China,36431,64620,91177,Wen Ling,Diversified Metals & Mining,
1169,China Shipbuilding Industry,China,126,China,5134,18638,31977,Liang Wang,Heavy Equipment,
553,China Southern Airlines,China,1049,China,19718,14610,34971,Fu Pan,Airline,
84,China State Construction Engineering,China,5130.6,China,162275,40392,257557,Xiang Wang,Construction Services,
